,Notice Identifier,Notice Type,Organisation Name,Status,Published Date,Title,Description,Nationwide,Postcode,Region,Cpv Codes,Contact Name,Contact Email,Contact Address 1,Contact Address 2,Contact Town,Contact Postcode,Contact Country,Contact Telephone,Contact Website,Attachments,Links,Additional Text,Start Date,End Date,Closing Date,Is sub-contract,Parent Reference,Suitable for SME,Suitable for VCO,Supply Chain,OJEU Contract Type,Value Low,Value High,Awarded Date,Awarded Value,Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE],Supplier's contact name,Contract start date,Contract end date,OJEU Procedure Type,Accelerated Justification
431,20170822223021-45191,Contract,Echelon Consultancy Ltd,Closed,2017-08-22T22:30:24Z,Procurement of 6 Frameworks to deliver development and related services,WCHT is inviting expressions of interest from suitably qualified and experienced providers to deliver works and services under 6 Frameworks comprising: Development Projects - £0-4m (Lot 1); Development Projects - £3m+ (Lot 2); Employer's Agent (Lot 3); Architect (Lot 4); Principal Designer (Lot 5); Transport and Highways Planning Consultant (Lot 6),,WD17 1LA,Any region,45000000 45211000 45211100 45211200 45211300 45211341 45211350 71000000 71200000 71210000 71220000 71221000 71311210 71317200 71317210 71500000 71540000 71541000 ,Fiona Lowe,fiona@echelonconsultancy.co.uk,59 Clarendon Road,,Watford,WD17 1LA,ENG,+44 7903788645,www.wcht.org.uk,,https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=21163&B=ECHELON https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/45191 ,,15/12/2017,14/12/2021,22/09/2017,NO,,Yes,No,No,Works,17000000.0,172000000.0,,,,,,,Restricted ,
432,STOCK001-DN297082-76693169,Contract,Stockport Metropolitan Borough Council,Closed,2017-09-25T16:38:28Z,3424: Cross Sectional Post Mortem Imaging - South Manchester Coronial District,"The Service will be for the provision of a complete solution up to involvement of a Pathologist, this means the interested party is responsible for providing and funding the provision of associated assets (i.e. any equipment (a CT Scanner or MRI Scanner) and any necessary buildings to house the equipment and perform the services), general running costs (i.e. utilities, maintenance, etc.), any necessary software for performing the main function of the contract, as well as the sourcing, and/or employment (including pay rolling, or other payment mechanisms compliant with IR35 rules) of necessary personnel, this should include as a minimum Radiographers and Radiologists, and may need to include porters, cleaners, and other labourers and workers necessary for performing the contract.

The solution must be co-located at Tameside General Hospital. Variations to this requirement may be permitted provided explanation is provided as to how the reduction of the benefits detailed in the Strategic Context section of this document will be mitigated.

The solution must offer an end to end solution and include as a minimum:
- Cross sectional post mortem imaging services (including angiography);
- Appropriate software that is fit for the purposes of cross sectional post mortem imaging services and associated requirements;
- Production of reports that enable a Pathologist to determine cause of death in an agreed minimum % of scans, (we are looking to reduce the number of invasive Post Mortems by c.50 % in year 1);
- Capacity to scan the necessary volume of bodies from across the whole of the Manchester South Coronial District;

The solution could also offer the following:
- Mortuary provision that will increase the public mortuaries existing capacity;
- Return transportation services from other Public Mortuaries to Tameside General Hospital;
- There is the potential for the contract holder to generate an income stream outside of the Manchester South Coroners work with benefits attached to this additional activity to be received by Stockport Council.

The above is not exhaustive, and Bidders are able to submit their own added value activities for consideration.",,,North West,85111800 ,Michael Sellors,michael.sellors@star-procurement.gov.uk,STAR Procurement,Stockport,Stockport,SK1 3UR,England,+44 7580292661,http://www.stockport.gov.uk/,,http://procontract.due-north.com/Advert?advertId=a73a6ef9-03a2-e711-80e6-005056b64545&fromProjectDashboard=True ,"Information about this requirement is contained on the Chest, link provided in this notice. You should not contact the named person directly, but follow the link to the Chest to register your interest electronically. Once you have done this, the necessary documentation shall become available to you.  All questions should only be asked via the Chest.
",24/12/2017,23/12/2027,24/10/2017,NO,,Yes,Yes,No,Services,22500000.0,22500000.0,,,,,,,Negotiated ,
433,LSC2203,Contract,HOUSE OF LORDS,Awarded,2017-10-12T11:36:48Z,Refurbishment of Elizabeth Tower,"The Corporate Officer of the House of Lords and The Corporate Officer of The House of Commons are undertaking key internal conservation and refurbishment works to the Elizabeth Tower, including waterproofing and addressing condensation problems as well as modernising the building to improve standards in safety, access and visitor and workspace facilities.

Completed in 1856, the Elizabeth Tower was constructed using 2600 cubic metres of brick and 850 cubic metres of stone, all of which were transported to Westminster by river. Designed by architects Charles Barry and Augustus Pugin, it took over 13 years to build. Renamed Elizabeth Tower in 2012, to honour the Queen's Diamond Jubilee, it is regularly featured in popular culture and is one of the most photographed landmarks in the world.   

Background & Works to Date
To ensure that the UK's most famous clock continues to keep time, specialist teams carry out regular maintenance and adjustments to the Great Clock. However, it has now been over 31 years since the last extensive works were carried out to maintain the Elizabeth Tower. 

Problems have been identified with the clock hands, mechanism and pendulum, which need to be dealt with immediately to ensure that the clock can continue to work properly. Identified areas of concern include cracks in masonry, leaks, erosion, and rusting of metalwork. There is a risk that if not addressed shortly the clock may fail or fabric problems may become acute. 

In addition, the Tower needs to be brought in line with fire prevention guidance and health and safety measures for staff and visitors need to be improved. In order to provide a better means of emergency evacuation, a lift will also be installed inside the tower, which will also provide access for maintenance.

The last significant conservation work was completed in 1983-85. This involved the cleaning and repair of the stone, painting and gilding works and repairs to the cast iron roof. The structure was stabilised in 1995/96 as a result of works carried out to the Jubilee Line. Parts of the clock mechanism were serviced in 2007, but other areas haven't been overhauled in over 25 years. 

Project Objectives

•	Work to prevent the clock mechanism from failing 
•	Addressing problems caused by decay to the fabric of the building.
•	Health & safety and fire safety improvements, including installation of a lift.
•	Enhanced energy efficiency through modern lighting of the tower face and other measures.
Overall the project's aim is to conserve the Tower for future generations.

The scope of this project includes: 

•	Facilitating Works to the Clock (Servicing of the Clock Mechanism to be carried out by Parliamentary Estates Clock Mechanics). 
•	Scaffolding/Access.		
•	Redecoration of the Cast Iron Roofs.		
•	Refurbishment of the Ayrton Light.		
•	Refurbishment of the Clock Faces and Hands.	
•	Stonework Repair.	
•	Structural Repairs and Waterproofing.				
•	Installation of a Lift.			
•	Internal refurbishment.",,,London,45000000 ,,ppcs@parliament.uk,1 Floor,7 Millbank,London,SW1P 3JA,England,,,,,,02/10/2017,28/02/2020,26/05/2017,NO,,No,No,No,Works,15000000.0,0.0,29/09/2017,27904057.0,"[Sir Robert McAlpine Ltd|Hemel Hempstead
United Kingdom|||No|No]",,02/10/2017,28/02/2020,CompetitiveProcedureWithNegotiationOJEU ,
434,GMDWA001-DN306714-20090770,Contract,Greater Manchester Waste Disposal Authority,Closed,2017-11-08T11:40:03Z,GREATER MANCHESTER WASTE and RESOURCE MANAGEMENT SERVICES,"Procurement of Greater Manchester Waste and Resource Management Services, including Waste and Resource Management Services (WRMS), Household Waste Recycling Centre Management Services (HWRC),and Biowaste Management Services (BMS), and all associated works. Scope currently includes five residual waste sites; twenty Household Waste Recycling Centres (HWRC); eight Transfer Loading Stations (TLS); the Bolton Thermal Recovery Facility (TRF); the Materials Recovery Facility(MRF); 3 Biowaste facilities; the obligation to produce Solid Recovered Fuel (SRF); and associated rail transport and supply to the Runcorn Thermal Power Station (TPS). In addition to the services, the scope will also include construction changes across a number of sites and facilities. GMWDA is approaching the market with three separate Lots: Lot One: Waste and Resource Management Services; Lot Two: Household Waste Recycling Centre Management Services; and Lot Three: Biowaste Management Services. Potential Candidates have the option to apply for any one Lot, any combination of Lots, or all of the Lots.",,,North West,90500000 ,Graham Radcliffe,graham.radcliffe@gmwda.gov.uk,"1st Floor, Churchgate House",56 Oxford Street,Manchester,M1 6EU,United Kingdom,,https://www.gmwda.gov.uk/,,,"
This opportunity is advertised under OJEU Notice 2017/S 214-444328 and solely available via the Chest, reference number DN306714.",01/04/2019,31/03/2026,11/12/2017,NO,,Yes,No,No,Services,425000000.0,1720000000.0,,,,,,,CompetitiveDialog ,
435,AASC Procurement,Contract,HOME OFFICE,Closed,2017-12-04T09:44:08Z,Asylum Accommodation and Support Services Contract (AASC),"This procurement is for the provision of Asylum Accommodation and Support Services for persons claiming asylum, those granted refugee status and others who have failed in their asylum application, who otherwisebe destitute. There will be 7 separate lots each with an identical requirement but varying in volumes. Separatecontracts will be awarded in each of the named UK Visas and Immigration regions. These services will include the provision of Accommodation, Transport and Service User Support.
Local capacity to support asylum applicants, familiarity with community cohesion and proximity to Local Authorities, and local voluntary and social groups are some of the key considerations.
The Asylum Accommodation and Support Services Contracts are expected to be in place by December 2018 to allow adequate time period for Mobilisation and Transition for full service delivery to commence in September 2019 when the current contracts expire.",,,"North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West,Scotland,Wales,Northern Ireland",55250000 60100000 70300000 79900000 85000000 98341000 ,AASC Procurement Team,aascprocurement@homeoffice.gsi.gov.uk,2 Marsham Street,,London,SW1P 4DF,England,,http://www.gov.uk/government/organisations/home-office,,,"For additional information on how to participate in this procurement please see the OJEU Contact Notice link.

http://ted.europa.eu/udl?uri=TED:NOTICE:461664-2017:TEXT:EN:HTML&src=0

Communication: 
The procurement documents are available for potential suppliers and interested parties, registering details and NDA, to receive unrestricted and full direct access, free of charge, at: https://gpsesourcing.cabinetoffice.gov.uk
Additional information can be obtained from the abovementioned address
Tenders or requests to participate must be submitted to the abovementioned address
Electronic communication requires the use of tools and devices that are not generally available. Unrestricted and full direct access to these tools and devices is possible, free of charge, for potential suppliers and interested parties, registering details and NDA, at: https://gpsesourcing.cabinetoffice.gov.uk",01/09/2019,31/08/2029,17/12/2017,NO,,Yes,Yes,No,Services,3000000000.0,4000000000.0,,,,,,,CompetitiveProcedureWithNegotiationOJEU ,
436,tender_149285/637394,Contract,Highways England,Awarded,2017-12-14T17:03:33Z,CDF PC3ab 0024- Delivery Partner for M62 Junction 10-12 Smart Motorways Scheme,"The Scope of Services are to deliver design development and construction of the M62 J10-12 (Tranche 4) scheme within the Highways England Smart Motorways Programme.

The M62 motorway is a key corridor in the Strategic Road Network (SRN), and the main east-west transport axis, connecting key areas of the country from Manchester to Liverpool. This new contract will enable the delivery partner to finalise the design and construct an 'All Lane Running'  Smart Motorway (SM) scheme between J10 (Warrington) and J12 (Manchester).",,,North West,45000000 ,Keith Mason,keith.mason@highwaysengland.co.uk,"The Cube, 199 Wharfside Street",,Birmingham,B1 1RN,England,,,CDF Vol 3 ECC Works Information- M62 J10-12.pdf SMP Delivery Partner for M62 J10-12  Award Letter- Redacted.pdf ,,,30/11/2017,30/06/2020,12/09/2017,NO,,No,No,No,Works,103804854.0,0.0,30/11/2017,103804854.36,"[BAM Nuttall/ Morgan Sindall JV (BMJV)|Unit 4, Taurus Park, Europa Boulevard, Westbrook, Warrington, Cheshire, WA5 7ZT, UNITED KINGDOM|NONE||No|No]",,30/11/2017,30/06/2020,Other ,
437,16/PROF/11 - AWARD,Contract,University of Southampton,Awarded,2017-12-15T11:30:49Z,16/PROF/11 - Provision of the Uni-Link Bus Service - AWARD,"The University of Southampton are seeking a Contractor to provide and operate our Uni-Link bus network, and to build upon the successful operation that has been delivered to date.
      
      The University have operated the Uni-Link bus network since 2001, as a means to transport students between University teaching campuses and halls of residence. The network has grown since its inception, and routes have expanded to connect other key destinations in Southampton such as the city centre, railways stations, and ferry terminal. There are 4 existing bus routes. Although it remains focussed on student travel, Uni-Link services cater for staff commuting trips and forms an important part of the University Travel Plan. The nature of the University activities is such that demand for bus travel will fluctuate during the day (morning & afternoon) and throughout the year. The contractor will be expected to provide a flexible operation to accommodate changes in demand.",,SO17 1BJ,South East,34120000 34121100 60140000 34121400 34121000 63712000 34980000 50113000 34121300 63712100 60172000 60130000 60112000 60100000 50113100 60000000 60170000 ,Clare McGinn,c.j.mcginn@soton.ac.uk,Highfield,Southampton,Hampshire,SO17 1BJ,United Kingdom,+44 (0)23 8059 7585,www.soton.ac.uk,,,,19/08/2018,19/08/2028,02/11/2016,NO,,Yes,No,No,Services,30000000.0,40000000.0,02/08/2017,14978530.0,"[Go South Coast Ltd|Towngate House, 2-8 Parkstone Road, Poole, Dorset, United Kingdom, BH152PR|NONE||No|No]",Julian Barnes,19/08/2018,19/08/2028,Negotiated ,
438,DN314339,Contract,CAMBRIDGE CITY COUNCIL,Closed,2017-12-18T19:33:03Z,Development Partner for the Cambridge Northern Fringe East Project,"We are looking for a development partner who shares the council and Anglian Water's joint vision for a new and innovative
quarter for Cambridge, creating a high quality, attractive and sustainable place to live, work, learn and play through a high
density residential and mixed use development graced by impressive design and public realm. Like other cities, Cambridge has specific challenges around housing, affordable housing and transport. This 49 hectare site is one of the last large-scale brownfield development regeneration sites suitable for housing development in Cambridge. The location beside the new Cambridge North station, the guided bus way, and the Chisholm Trail, make this a highly accessible and sustainable location. Should we be successful in achieving national infrastructure funding and the associated relocation of the wastewater recycling centre, the proposed housing benefits from the core site are approximately 5,200 new homes, with the potential for a further 2,400 homes on adjacent separately owned nearby sites.",,,East of England,70110000 71240000 ,Heidi Parker,heidi.parker@cambridge.gov.uk,Cambridge City Council,Guildhall,Cambridge,CB2 3QJ,England,,,,https://procontract.due-north.com/Advert?advertId=af75e0a7-0fe4-e711-80e7-005056b64545&fromAdvertEvent=True ,Please access the tender documents via the Pro-contract Due North Portal,30/04/2018,31/03/2028,22/01/2018,NO,,No,No,No,Services,50000000.0,100000000.0,,,,,,,CompetitiveProcedureWithNegotiationOJEU ,
439,CCCO17A34.,Contract,Crown Commercial Service,Awarded,2018-01-23T12:18:07Z,Provision of a Public Notices Service,The Department for Transport (DfT) requires an integrated public notices typesetting production and media booking service to meet statutory and parliamentary obligations.,,,"North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West,Scotland,Wales,Northern Ireland,Isle of Man,Channel Islands",79340000 ,Crown Commercial Service,supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,L3 9PP,England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,Framework Award Letter REDACTED.pdf Contract REDACTED.pdf ,,THIS CONTRACT HAS BEEN AWARDED AND IS BEING PUBLISHED FOR TRANSPARENCY PURPOSES ONLY,01/02/2018,31/01/2021,17/11/2017,NO,,Yes,No,No,Services,12000000.0,0.0,12/01/2018,12000000.0,[Penna PLC|5 Fleet Place EC4M 7RD London England|NONE||No|No],,01/02/2018,31/01/2021,CallOffFromFrameworkAgreement ,
440,CCZZ17A26.,Contract,Crown Commercial Service,Awarded,2018-02-01T17:12:04Z,National Road Traffic Census,"The service is to undertake traffic counting within Great Britain on both major and minor roads, on behalf DfT. Counts take place on public roads only except in the case of a few major private roads (e.g. M6 Toll road, roads around airport boundaries).
The Count Point locations are specified annually by the Department for Transport, and counting must take place on specified dates at the exact defined Count Point locations unless otherwise agreed by DfT.
The Contract relates to the management, staffing and conducting of counts, the basic validation of data, the submission of data to DfT and general quality assurance of all the processes involved. Although it does not cover any subsequent analysis of the data or any research activities, on occasion DfT may request the use of different methodologies, equipment etc to be used by the Consultant in order to enable DfT to collect data for its own research purposes.",,,Any region,72314000 ,Crown Commercial Service,supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,L3 9PP,England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,Redacted - Framework Award Letter v2.1.pdf ,,,31/01/2018,31/01/2023,03/10/2017,NO,,No,No,No,Services,25500000.0,25500000.0,26/01/2018,25500000.0,"[WSP UK Ltd|Building E4, Green Lane Business Park GL20 8SJ Tewkesbury England|NONE||No|No]",Charles Edmonds,31/01/2018,31/01/2023,CallOffFromFrameworkAgreement ,
441,20180216233030-45191,Contract,Echelon Consultancy Ltd,Awarded,2018-02-16T23:30:45Z,Procurement of 6 Frameworks to deliver development and related services,WCHT invited expressions of interest from suitably qualified and experienced providers to deliver works and services under 6 Frameworks comprising: Development Projects - £0-4m (Lot 1); Development Projects - £3m+ (Lot 2); Employer's Agent (Lot 3); Architect (Lot 4); Principal Designer (Lot 5); Transport and Highways Planning Consultant (Lot 6),,WD17 1LA,Any region,45000000 45211000 45211100 45211200 45211300 45211341 45211350 71000000 71200000 71210000 71220000 71221000 71311210 71317200 71317210 71500000 71540000 71541000 ,Fiona Lowe,fiona@echelonconsultancy.co.uk,59 Clarendon Road,,Watford,WD17 1LA,ENG,+44 7903788645,www.wcht.org.uk,,https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=21163&B=ECHELON https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/45191 ,,15/12/2017,14/12/2021,22/09/2017,NO,,Yes,No,No,Works,17000000.0,172000000.0,15/02/2018,210000000.0,"[Bugler Developments Ltd|Bugler House
Rickmansworth
WD3 1JY|NONE||No|No][Jarvis Contracting Ltd|No.1 Waterside, Station Road
Harpenden
AL54US|NONE||No|No][Mears Ltd|Business Development, 26 - 28 Hyde Way
Welwyn Garden City
AL7 3UQ|NONE||No|No][Osborne Property Services Ltd|Fonteyn House, 47-49 London Road
Reigate
RH2 9PY|NONE||No|No][Procare Group Ltd|1 The Orient Centre, Greycaine Road
Herts.
WD24 7GP|NONE||No|No][Rooff Ltd|The Granary, 80 Abbey Road,
Barking
IG11 7BT|NONE||No|No][Mulalley and Company Ltd|Teresa Gavin House, Woodford Avenue, Woodford Gree
Essex
IG8 8FA|NONE||No|No][United Living (South) Ltd|Media House, Azalea Drive, Swanley
Kent
BR8 8HU|NONE||No|No][Calford Seaden|St John's House, 1a Knoll Rise
Orpington
BR6 0JX|NONE||No|No][Hunters|Space One Beadon Road
London
W6 0EA|NONE||No|No][Phillip Pank Partnership|Quantum House, 113 Euston Street
London
NW1 2EX|NONE||No|No][Potter Raper Partnership|Duncan House, Burnhill Road, Beckenham
Kent
BR3 3LA|NONE||No|No][Robinson Low Francis|54 Hagley Road, Edgbaston, Birmingham
Birmingham
B16 8PE|NONE||No|No][Black Architecture|63 Lambeth Walk
London
SE11 6DX|NONE||No|No][ECD Architects|Studio 3 Blue Lion Place Long Lane
London
SE1 4PU|NONE||No|No][Michael Dyson Associates Ltd|West House, Meltham Road, Honley, Holmfirth, West
Huddersfield
HD9 6LB|NONE||No|No][Pellings LLP|24 Widmore Road
Bromley
BR1 1RY|NONE||No|No][Rock Townsend Architects|The Old School, Exton Street, The Old School
London
SE1 8UE|NONE||No|No][Fairthorn Farrell Timms|Central Court, 1 Knoll Rise
Orpington
BR6 0JA|NONE||No|No][RSK Group|18 Frogmore Road
Hemel Hempstead
HP3 9RT|NONE||No|No]",,19/02/2018,18/02/2022,Restricted ,
442,tender_162245/642980,Pipeline,Highways England,Closed,2018-02-22T17:58:23Z,Scalable Free-Flow Charging solution,"Highways England is in the early stages of developing a scalable free-flow charging solution for commencement of live service between 2021 and 2024, which will include schemes such as Dartford-Thurrock River Crossing. The solution would be a potential enabler to realising any longer term aspiration of interoperability between charging schemes and a smarter integrated service for the customer. Highways England wishes to speak to the market to gain their insights and experience in this field which will be fed into the development and make-up of the scalable free-flow charging solution.

We anticipate the following industries will be interested in this opportunity:
- Tolling and free-flow charging providers;
- CCTV and ANPR camera manufacturers;
- Intelligent Transport Systems (ITS) providers;
- Field engineers and maintainers;
- Contact centre and Business Process Outsourcing (BPO) companies;
- Civil enforcement and debt management providers;
- Payment solution providers (e.g. merchant acquirer services); and
- Software vendors.

Interested parties are requested to read the pre-procurement briefing and to confirm their attendance at the market engagement day by emailing TechnologyProcurement@highwaysengland.co.uk by 5pm on 5th February 2018 should they wish to attend. Attendance is strictly restricted to 1 attendee per organisation. Lunch is provided. Interested parties should also outline any specific dietary or accessibility requirements.

Interested parties should also complete the market engagement questionnaire by Friday 23rd February 2018 17:00 GMT. Suppliers will be informed by Monday 5th March 2018 17:00 GMT whether they will be invited to a one-to-one meeting in London. These meetings will be held between 12th-16th March 2018 and 19th-20th March 2018. Please note that suppliers will be assigned a 2 hour non-negotiable slot.

Please note that, due to a fault with the Contracts Finder website, we are unable to publish this notice as an Early Engagement notice. As such, we've had to publish a Future Opportunity notice, but suppliers should deem this an Early Engagement notice (this means that a procurement idea is currently active, it is in the early stage of development and judging interest from potential suppliers).",,GU1 4LZ,South East,63712210 ,,TechnologyProcurement@highwaysengland.co.uk,"Bridge House, 1 Walnut Tree Close",,Guildford,GU1 4LZ,England,,,FFC Pre-procurement briefing.pdf Scalable Free-Flow Charging market engagement event slides.pdf Scalable Free-flow Charging market engagement questionnaire - PDF read only version v3.pdf FFC Supplier Day Q and As 09022018.pdf ,https://goo.gl/forms/f7H7jbRCMHoC5kF43 ,,01/01/2019,01/01/2019,01/01/2001,NO,,Yes,No,No,,150000000.0,0.0,,,,,,, ,
443,20180306120030-39,Contract,NHS Shared Business Services Ltd (NHS SBS),Closed,2018-03-06T12:00:33Z,Consult 18: Multidisciplinary Consultancy Services,"The objective of this framework agreement is to implement a contractual vehicle to facilitate the procurement of quality and value for money for Multidisciplinary Consultancy Services, encompassing a range of professional services.
The services are divided into 10 lots as summarised below.

LOT 1- 	Healthcare Business Consultancy - Leadership, Governance & Strategy
LOT 2-	Healthcare Service, Development & Transformation
LOT 3-	Healthcare Innovation & Research
LOT 4- 	Health & Community 
LOT 5	IT Consultancy 
LOT 6-	Finance
LOT 7-	HR
LOT 8- 	Transport & Logistics
LOT 9-    Education
LOT 10-	Ancillary Consultancy Services
Multidisciplinary advisory services covers a broad range of consultancy services, it is anticipated that this lot will be used for general management consultancy. In addition where the scope of work is particularly wide ranging and broad in nature and the scope of service does not fall under any of the other lots.",,,Any region,66170000 66171000 72100000 72120000 72130000 72221000 72224000 72246000 72600000 73000000 73200000 73210000 79221000 79400000 79410000 79411000 79411100 79412000 79413000 79414000 79419000 ,Sarah Golby,sarah_golby@nhs.net,"Halyard Court, 31 Broadway, The Quays",,Salford Quays,M50 2UW,ENG,+44 1612123716,,,,,10/04/2018,11/04/2018,09/04/2018,NO,,Yes,No,No,Services,20000000.0,500000000.0,,,,,,,Open ,
444,BIP57977301,Contract,"Ministry of Defence, DSTL, Defence Science & Technology Laboratory (DSTL)",Closed,2018-03-10T12:45:28Z,Human and Social Sciences Research Capability (HSSRC),"The Ministry of Defence (MoD), via the Dstl Defence and Security Analysis (DSA) Division, is seeking to appoint a Prime Contractor to lead, manage and deliver research into human capabilities.  The appointed Contractor will be responsible for delivering agile, and cutting-edge human, social and behavioural sciences research, building and maintaining a robust supplier network, with an emphasis on scientific excellence, innovation, and collaboration to exploit research, skills and capabilities.  They will develop effective partnerships to deliver innovative and novel solutions to address current and future problems with responsibility for ensuring programme integration, coherence and exploitation.  
      
      The key capability research areas are:
       - Personnel 
       - Training and Education 
       - Humans in Systems 
       - Human Performance 
       - Understanding and Influencing Human Behaviour
       - Health, Well-being and Enhancing Medical Systems and Capabilities
      
      In addition to Dstl and the Ministry of Defence (MOD), the Framework will be available to the following Government departments:
      Department for Education, Department for International Trade, Department for Transport, Ministry of Justice, Home Office, College of Policing, Department of Work and Pensions.
      
      The selection criteria in the PQQ contains both pass/fail questions and scored questions.  Should a potential provider record a fail against any of the pass/fail questions they will automatically be deemed non-compliant.  The scored questions shall be weighted and evaluated against the scoring criteria as detailed in section 6 of the PQQ.  The maximum number of potential providers that will be taken through to the ITT stage is six.  In the event that there are more than six compliant potential providers the weighted scores shall be used to down select the six highest.
      
      The information and/or documents for this opportunity are available on http://www.contracts.mod.uk.  You must register on this site to respond, if you are already registered you will not need to register again, simply use your existing username and password. Please note there is a password reminder link on the homepage.  Suppliers must log in, go to your Response Manager and add the following Access Code: 4MCXR9KKFR.",,,Any region,75220000 80600000 73400000 ,,DstlHSSRC@dstl.gov.uk,Building 5,G02,Porton Down,SP4 0JQ,UK,+441980951340,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-Porton Down: Research and Development services on security and defence materials.'.",01/10/2018,30/09/2022,09/04/2018,NO,,Yes,No,No,Services,122400000.0,0.0,,,,,,,Restricted ,
445,SOSBC001-DN330275-22863456,Contract,Southend-on-Sea Borough Council,Closed,2018-03-21T09:40:34Z,Better Queensway Regeneration Project,"The Council is committed to seeking a partner with whom we will develop a long-term relationship-working together to deliver Better Housing, Better Living, Better Place. We are seeking to establish a genuine partnership, where objectives are aligned, to fund, develop, manage and operate the new scheme. The Council has developed a series of objectives / requirements that build on its vision for Better Queensway of ""Better Housing, Better Living, Better Place"". These Objectives / Requirements express the Council's aspirations for the scheme and the type of partnership that it is seeking to be established to underpin it. 

The scheme • The expeditious delivery of a mixed use scheme, with an increase to the 441 affordable homes that are currently provided on the site • The expeditious delivery of a mixed use scheme including the re-provision of the current level of affordable housing • Delivery of a safe, vibrant, integrated and sustainable community that will impact positively on the economic and social well-being of the community, including the establishment and operation of a Community Fund. • Highways works to the Queensway, and broader network with improved pedestrian and cycling connectivity to the town centre whilst still providing convenient and efficient transport links, particularly to the seafront • Accommodation of existing tenants and resident leaseholders who wish to remain, on the same terms and conditions • High quality scheme with high quality homes throughout the development, delivering sustainability during construction and its lifetime • High quality public realm ensuring all buildings are set within attractive useable open spaces in which people feel safe to live, work and play • Demolition of the towers 

The partnership • A long-term partner to work with it to fund and develop the mixed use scheme and to fund, manage and maintain all public realm and retained operational units on the site. • The Council requires an ongoing role in the governance of Better Queensway with a strong voice in a variety of key issues. • The Council is seeking to retain freehold ownership of the land on the site, including any aspects purchased through the partnership and will invest the value of this land into the partnership • The Council has some appetite for development risk. Any partnership developed should ensure that risks shared, or taken, by the Council must be balanced by commensurate reward. Any Council investment will need to be balanced by private investment. • The Council expects to receive meaningful financial returns throughout the development and the life of the operation of the scheme. • The partnership must keep stakeholders engaged and informed throughout the life of the scheme.

To view and respond to this opportunity please register on ProContract; the Councils e-tendering portal https://procurement.southend.gov.uk/?ReadForm&login",,,East of England,45000000 70000000 71000000 79993000 ,,ProcurementAdvisors@southend.gov.uk,Civic Centre,Victoria Avenue,Southend-on-Sea,SS2 6EL,England,+44 1702212281,http://www.southend.gov.uk/,,,,01/05/2019,30/04/2049,10/05/2018,NO,,Yes,No,No,Works,400000000.0,0.0,,,,,,,CompetitiveDialog ,
446,LSL/GS/0012CN,Contract,"LEIDOS SUPPLY, LIMITED",Awarded,2018-04-27T12:03:26Z,The Supply of Packaging and Soft Consumables,"The Supply of Packaging & Soft Consumables.Team Leidos intends to invite tenderers to bid against approximately 450 items. The requirement covers a wide range of packaging that includes but not limited to:
Corrugated & Fibreboard Boxes 
Wrapping Paper
Bags/ Sacks
Plastic Sheet
Wooden shipping Boxes/Crates
Cans , Screw caps 
Thermal Medical Transport Containers 
Some products may be required to be fire resistant, water resistant/ proofed and provided in a range of different sizes. These products may also be required to comply with specified British Standards and Defence Standards.",,,Any region,19640000 22993400 30130000 30192000 30199230 33760000 42968000 44613200 44613300 44613400 ,,michael.morgan@leidos.com,Leidos Supply Ltd,,Bristol,BS16 7FH,England,,,,,,15/01/2018,14/01/2022,15/11/2017,YES,LSL/GS/0012CN,Yes,No,No,Products,18000000.0,0.0,01/03/2018,9486464.0,"[DS Smith Corrugated Packaging Ltd|Dodwells Road, Hinckley Leicestershire, LE10 3BX|NONE||No|No]",,16/03/2018,15/03/2022,OpenOJEU ,
