Organisation Name,Published Date,Title,Awarded Value
"Ministry of Defence, Agencies/Misc, Other",2016-04-25T16:03:03Z,GB-Bristol: Land Vehicle Exercise (LVEX) SBRI Phase 2-Signature Reduction MOLLE,35000.0
Northumberland National Park Authority,2017-08-01T17:45:06Z,The Sill Facilities Management Contract,34370.0
RICHMONDSHIRE DISTRICT COUNCIL,2019-05-15T16:07:49Z,Catterick Garrison Placemaking and Design Guide Consultant for Richmondshire District Council,0.0
MINISTRY OF DEFENCE,2016-01-20T11:38:36Z,SINGLE SOURCE CONTRACT WITH WMAS FOR DEFENCE MEDIC 5 TO COVER INTERIM TRAINING CAPABILITY GAP UNTIL AAP COURSE IS IN PLACE,30000.0
MINISTRY OF DEFENCE,2019-09-18T16:35:04Z,Provision of Services to Support the Randomised Controlled Trial of Military Hip Rehabilitation Outcome (MILO),30000.0
UK SHARED BUSINESS SERVICES LIMITED,2019-05-02T15:12:58Z,UK SBS CR19003 Armed Forces Pay Review Body - Review of X-Factor Components,27375.0
MINISTRY OF DEFENCE,2017-07-25T08:42:16Z,FOR TRANSPARENCY - CB/BFG/0135,
"Ministry of Defence, C&C, Other",2017-10-22T17:30:07Z,DE-Bielefeld: CB/BFG/0135,28680.21
MINISTRY OF DEFENCE,2017-11-29T13:42:41Z,AWARD NOTICE FOR - CB/BFG/0135,28680.0
Thanet District Council,2020-02-18T15:28:43Z,Supply and Delivery of GRP Marina Decking to Ramsgate Harbour,27995.0
Colchester Amphora Homes Ltd,2018-06-07T12:48:08Z,GB-Colchester: CAHL Architectural Services - Creffield Road and Military Road,26900.0
"Ministry of Defence, C&C, Other",2017-05-19T13:43:06Z,DE-Bielefeld: CB/BFG/0121,25400.0
MINISTRY OF DEFENCE,2017-04-02T07:23:36Z,BFG FUNERAL SERVICES,25400.0
"Ministry of Defence, C&C, Other",2017-09-25T10:15:06Z,GB-Huntingdon: ED76 Assessment of No 1 AIDU Production Process,25300.0
MINISTRY OF DEFENCE,2017-09-25T14:25:11Z,Published for Transparency Purposes Only - European Directive 76 (ED76) Assessment of No 1 AIDU Production Process,25300.0
Civil Nuclear Police Authority (CNPA)  / Civil Nuclear Constabulary (CNC),2016-04-08T09:30:09Z,Provision of a Support Trainer for the LMDP,
"DEPARTMENT FOR ENVIRONMENT, FOOD & RURAL AFFAIRS",2017-01-11T14:05:37Z,Environment Agency - Royal Military Canal Fencing,
Sefton Council,2016-01-26T16:04:14Z,Southport Air Show Air Display Management ,
SINGLE SOURCE REGULATIONS OFFICE,2019-12-10T18:47:55Z,SSRO Stakeholder Survey,19355.0
Historic England-National Heritage Protection Commissions,2016-01-14T15:54:41Z,7253 A national planning overview of 19th century forts and associated fortifications,
MINISTRY OF DEFENCE,2019-03-05T09:06:47Z,Whole Aircraft Charter to transport military passengers and passengers from other government departments,17950.0
MINISTRY OF DEFENCE,2019-11-08T13:49:19Z,Military Messaging,16600.0
MOD   DE&S   ISS   CORSHAM,2017-03-23T15:54:48Z,DBS Digital User Researcher,15700.0
National Army Museum,2019-07-05T10:31:03Z,Indian Army Memorial  Room Redisplay,
Canterbury City Council,2019-01-22T09:13:03Z,For the undertaking of Office Building Works,14881.22
MINISTRY OF DEFENCE,2016-02-15T11:09:54Z,"TRANSPARENCY ONLY-DOCUMENTS PROVIDED FOR TRANSPARENCY ONLY IN RELATION TO: The design, supply, delivery, and installation of laser safety equipment necessary to create a Laser Controlled Area (LCA)",13782.0
"Ministry of Defence, C&C, Other",2016-09-29T11:03:00Z,"GB-swindon: The design, supply, delivery, and installation of laser safety equipment necessary to create a Laser Controlled Area (LCA)",13782.0
"Ministry of Defence, C&C, Other",2016-04-28T08:36:02Z,"GB-swindon: The design, supply, delivery, and installation of laser safety equipment necessary to create a Laser Controlled Area (LCA)",13782.0
MINISTRY OF DEFENCE,2016-09-02T14:38:54Z,The Continued Presentation and Delivery of the System Safety Executive Module,12434.0
"Ministry of Defence, C&C, Other",2017-07-11T16:33:04Z,GB-Huntingdon: ED76 Assessment of No 1 AIDU Production Process,
"Ministry of Defence, C&C, Other",2019-03-08T13:54:20Z,GB-London: The Provision of Equine Dentistry Services to Military Working Horses,
"Ministry of Defence, C&C, HMNB Portsmouth",2017-03-17T17:04:47Z,GB-Gosport: Noise and Vibration measuring equipment required for INM's Accoustic & Vibration Department.,
"Ministry of Defence, C&C, Other",2016-09-13T06:21:00Z,DE-BIELEFELD: CB/BFG/0120 - Supply of Industrial Gases to BFG,
"MOD, ISTAR, CBRN DT",2017-05-11T18:03:27Z,GB-Bristol: MIZZY-Small,
"Ministry of Defence, C&C, Other",2017-07-17T09:39:07Z,DE-Bielefeld: CB/BFG/0135,
"MoD, Air Support, FsAST Project Team",2017-08-25T12:33:04Z,GB-Bristol: Countermeasure Dispenser Trainer (CDT),
"Ministry of Defence, C&C, Other",2016-02-03T16:24:02Z,"GB-swindon: The design, supply, delivery, and installation of laser safety equipment necessary to create a Laser Controlled Area (LCA)",
"Ministry of Defence, C&C, Other",2016-02-08T08:48:05Z,CY-Episkopi: BFCCB/1359 - Provision of Safety Boat for Pyla Ranges,
"Ministry of Defence, C&C, C&C",2018-01-08T16:00:07Z,GB-Glasgow: Provision of Critical Care Placements for the Physiotherapy Deployed Hospital Care Course (PDHCC),
MOD,2015-08-21T08:57:06Z,GB-Glasgow: Understanding Defence Audiences - Discovery Phase,
DSTL,2017-04-03T16:00:27Z,GB-Salisbury: BDF Phase 2,
"Ministry of Defence, ISTAR, Other",2015-07-13T15:45:04Z,GB-UK: Fuels and Lubricants; Reducing Cost of Ownership,
"Ministry of Defence, C&C, C&C",2015-07-23T07:16:15Z,GB-ANDOVER: ARTDIPT/088 PROVISION OF AIRMANSHIP DEVELOPMENT FLYING FOR ARMY’S TACTICAL UNMANNED AIR SYSTEMS PERSONNEL,
"Ministry of Defence, C&C, Other",2016-02-10T15:36:01Z,"GB-swindon: The design, supply, delivery, and installation of laser safety equipment necessary to create a Laser Controlled Area (LCA)",
"Ministry of Defence, ISTAR, Other",2015-07-13T16:00:02Z,GB-UK: Enhanced Individual Protective Equipment,
Defence Science & Technology Laboratory (DSTL),2017-08-22T16:00:05Z,GB-Salisbury: DATA ACQUISITION SYSTEMS (DAS) FOR VIBRATION AND NOISE,
"Ministry of Defence, C&C, Other",2016-06-14T08:57:01Z,GB-Andover: Provision of a Witness Support Service to the military Court Service (MCS),
Ministry of Defence,2017-10-19T14:31:05Z,GB-Birmingham: JFC6C/00029 for the Provision of Physical Development Facilities for Royal Centre for Defence Medicine Personnel,
"Ministry of Defence, Defence Medical Services",2016-11-03T14:48:04Z,GB-Lichfield: The Provision of Orthodontic Consultant Cover,
"Ministry of Defence, C&C, Commands & Centre",2015-05-15T08:27:20Z,CY-Episkopi: BFCCB/1353-Safety Boat for Pyla Ranges (BFC),
"Ministry of Defence, C&C, HOCS",2017-09-19T17:45:14Z,GB-Glasgow: HOCS3b/00068 - Delivery of Cyber Resilience Training Course,
MINISTRY OF DEFENCE,2015-06-08T09:14:30Z,TRANSPARENCY NOTICE OF ITT ISSUE - Provision of a Safety Boat for Pyla Ranges for British Forces Cyprus,
MOD   DE&S   ISS   CORSHAM,2017-03-23T15:20:22Z,DBS Digital Developer,5150.0
National Army Museum,2017-12-04T11:50:06Z,Transport Tender,
National Army Museum,2017-12-04T11:39:32Z,Mount Making,
National Army Museum,2019-02-22T18:36:36Z,Transportation and Installation oh Military Heritage Vehicles,
ST HELENS CHAMBER LIMITED,2017-10-03T15:01:02Z,REQUEST FOR QUOTATION - ISO 9001 ACCREDITATION CONSULTANT - ST HELENS,
ST HELENS CHAMBER LIMITED,2017-10-03T15:09:16Z,REQUEST FOR QUOTATION - ISO 9001 ACCREDITATION BODY - ST HELENS,
MINISTRY OF DEFENCE,2019-09-09T15:01:13Z,Provision of Linguistics Support to the Royal Military Police - Transparency Notice,30000.0
MINISTRY OF DEFENCE,2018-08-21T14:59:59Z,Provision of Linguistics Support to the Royal Military Police,30000.0
"Ministry of Defence, DE&S Mat Strat, Disposal Services Authority (DSA)",2018-08-21T11:18:08Z,"Collection, Sale & Disposal of Military Spares",
"Ministry of Defence, C&C, C&C",2017-04-11T11:03:53Z,"Aviation Support to BATUK including MEDEVAC, Range Clearance and General Aviation Support Activities",
MINISTRY OF DEFENCE,2018-01-31T11:17:09Z,Provision of Technical Support to Project Waterguard,
MINISTRY OF DEFENCE,2016-01-15T10:58:26Z,Provision of air transport for military passengers and passengers from other government departments,9.0
"Ministry of Defence, C&C, C&C",2016-10-20T07:30:02Z,"GROUND BASED INTELLIGENCE, SURVEILLANCE, TARGET ACQUISITION AND RECONNAISSANCE (GBISTAR)",
"Ministry of Defence, DE&S Mat Strat, Other",2019-04-07T09:27:05Z,Airworthiness Issues Management System,7824600.0
"Ministry of Defence, DE&S Mat Strat, DE&S Mat Strat",2018-06-09T13:09:11Z,Airworthiness Issues Management System,
"Ministry of Defence, DE&S Mat Strat, DE&S Mat Strat",2018-06-21T08:36:12Z,Airworthiness Issues Management System,
Civil Aviation Authority,2015-11-19T13:48:03Z,UK Aeronautical Terrain and Obstacle Data Repository (UK ATODR),
"Ministry of Defence, DE&S ISTAR Windfarm Team",2019-12-09T00:00:12Z,Paper-based Feasibility study and possible future Demonstration of Mature Solutions for Improving Air Surveillance for the Purposes of Air Defence in Airspace affected by Wind Farms,
"Ministry of Defence, ISTAR, Force Protection Project Team",2015-12-20T12:24:01Z,Provision of Military Working Dogs Support Equipment (Non specialist),
SINGLE SOURCE REGULATIONS OFFICE,2019-12-10T18:54:28Z,Outsourced Finance Support Service,145000.0
Liverpool City Region L E P,2019-06-10T15:50:55Z,"Development of an evolutionary study, director plan and management plan that is centred on the range of industrial and maritime heritage assets located along Liverpool's iconic waterfront",34378.8
"Ministry of Defence, C&C, Other",2017-11-09T08:36:09Z,Military Instrument Flight Procedures Maintenance and Safeguarding,
"Ministry of Defence, C&C, Other",2018-04-13T11:45:22Z,Military Instrument Flight Procedures Maintenance and Safeguarding,1300000.0
MOD,2018-04-10T12:54:09Z,"GB-Plymouth: NBCD/00173 - Provision of Tailoring and Dry Cleaning Services at HMNB Devonport, Plymouth",1.0
Places for People,2018-01-31T15:21:14Z,Places for People- Major Projects Hub,
SCAPE GROUP LIMITED,2018-03-15T16:28:53Z,"Civil Engineering and Infrastructure Framework - England, Northern Ireland and Wales",
MINISTRY OF DEFENCE,2019-06-19T08:49:14Z,Cyber Vulnerability as a Service (CVIaaS) - Military Air Domain,0.0
MINISTRY OF DEFENCE,2017-02-06T13:20:28Z,The Provision of Academic Support to the Royal College of Defence Studies,
MINISTRY OF DEFENCE,2016-07-25T13:37:25Z,***TRANSPARANCY NOTICE*** Provision of a Tactical Engagement System (TES),912842.0
Ministry Of Defence,2019-02-01T14:16:12Z,The Provision of ISO 9001 certification and Maintenance Services,
SINGLE SOURCE REGULATIONS OFFICE,2016-12-15T13:44:27Z,Military Advice Services Framework,80000.0
Education and Training Foundation,2018-07-25T17:45:07Z,The Further Forces Programme - Business Development and Recruitment Activity re-tender,
Crown Commercial Service,2016-08-15T15:37:30Z,CCCC16A40 - Provision of Finance Systems Future Strategy Workshops,
DEFENCE RELATIONSHIP MANAGEMENT,2019-03-25T16:47:07Z,Provision of an Independent Specialist Coherency Review of the complete Military Aviation Authority Regulatory Publications(Info only- FATS Agreement),
MINISTRY OF DEFENCE,2015-08-28T14:36:33Z,PROVISION OF TECHNICAL SUPPORT FOR A SCOPING STUDY INTO AN OPERATIONAL MILITARY VEHICLE CERTIFICATION FRAMEWORK,39612.08
SINGLE SOURCE REGULATIONS OFFICE,2019-12-10T19:01:12Z,Outsourced Payroll and HR Service,59000.0
"Ministry of Defence, C&C, Military Aviation Authority (MAA)",2018-01-27T15:06:08Z,PROVISION OF AN AIR SAFETY REPORTING TOOL FOR DEFENCE SAFETY AUTHORITY,
"Ministry of Defence, Land Equipment, Dismounted Close Combat (DCC)",2017-07-15T07:27:06Z,GASKET Project 1,
University of Cumbria,2019-06-14T16:07:16Z,Provision of L3 Certificate in emergency response ambulance driving ( LS CERAD),
Durham University,2019-02-05T15:19:33Z,PXI System Configuration,36747.05
"Ministry of Defence, Air Support, Air Commodities Project Team",2015-08-23T04:27:06Z,"United Kingdom-Bristol: Repair, maintenance and associated services related to aircraft and other equipment",10000000.0
"Ministry of Defence, C&C, C&C",2018-04-14T10:57:10Z,JFC7a/00039 PROVISION OF GENERAL PRACTITIONER AND OCCUPATIONAL HEALTH SERVICES TO WATTISHAM AIRFIELD,
"Ministry of Defence, C&C, C&C",2017-04-13T14:21:15Z,Provision of Mountain Rescue Service Medical Training,
"Ministry of Defence, DIO, Defence Infrastructure Organisation (DIO)",2018-05-21T16:52:46Z,Overseas Prime,
"Ministry of Defence, C&C, Defence Medical Services (DMS)",2019-05-12T11:33:03Z,Provision of Alcohol Health Promotion and SME Support Service,
"Ministry of Defence, Agencies/Misc, Other",2019-05-13T13:26:37Z,"Supply of Jerricans, Lid Seals and Retaining Pins",
Portsmouth City Council,2017-09-27T09:53:31Z,Transforming the D-Day Museum - Large Objects Conservation Specialist - AWARD,0.0
Canterbury City Council,2019-11-01T14:36:14Z,"Digital solutions and technologies: procurement options for Canterbury City Council covering Waste, Recycling and Street Cleansing Services Market Research Day",
"Ministry of Defence, Land Equipment, Special Projects SCM (SPSCM)",2019-01-18T07:16:22Z,Hazardous Environmental Search Equipment (HESE) in Service Support Contract,
"Ministry of Defence, C&C, Other",2019-02-11T09:45:26Z,Provision of Horseshoes Nails and Steel for Military Working Horses,
"Ministry of Defence, C&C, C&C",2017-10-30T16:32:10Z,Purchase of a Global Positioning & Tracking System for RNLA with 5 years subscriptions and maintenance,
CROWN COMMERCIAL SERVICE,2015-04-30T16:15:25Z,RM4658 L0868; Production of Ebola Medals for Cabinet Office; ITT,58870.0
CROWN COMMERCIAL SERVICE,2017-06-13T12:27:01Z,CCIH16A87 Provision of Technology Equipment (RCA114059),41003.0
MINISTRY OF DEFENCE,2019-09-24T11:12:49Z,Cyber Vulnerability Investigations as a Service (CVIaaS) - Military Land Domain,0.0
CROWN COMMERCIAL SERVICE,2016-08-24T14:55:39Z,Provision of Fletcher License Renewals (RCA 113021),54486.0
MINISTRY OF DEFENCE,2018-01-16T08:28:37Z,TRANSPARENCY NOTICE OF ITT ISSUE ONLY: Pan Platform Rotary Wing Cockpit Situational Awareness Tool,
Portsmouth City Council,2017-01-20T10:53:16Z,Transforming the D-Day Museum - Military Vehicle Conservation Specialist,
"Ministry of Defence, Ships, Salvage and Marine Operations (S&MO)",2019-10-12T14:10:04Z,Falkland Island Marine Services,
MINISTRY OF DEFENCE,2018-11-28T09:32:09Z,CBRN00243 - PATSY Below Neck System (BNS),
"Ministry of Defence, DIO, Defence Infrastructure Organisation (DIO)",2016-11-24T10:33:08Z,A Better Defence Estate,
"Ministry of Defence, C&C, HOCS",2017-08-04T12:57:35Z,Provision of EA to conduct Preferred Choice & Analytics,
"Ministry of Defence, C&C, Other",2019-02-11T09:50:41Z,"Provision of Horseshoes, Steel and Nails for Military Working Horses",
University of Cumbria,2019-07-04T15:25:11Z,Provision of L3 Certificate in emergency response ambulance driving ( LS CERAD),
"Ministry of Defence, C&C, Other",2017-02-06T12:15:03Z,Provision of Secondary Healthcare Services to British Force Cyprus (BFC),
FCO Services,2019-03-18T10:36:44Z,Market Engagement Event for Counter Explosive Ordanance Defence Engagement (CEDE),
University of Cumbria,2019-09-13T14:23:56Z,Provision of L3 Certificate in emergency response ambulance driving ( LS CERAD) - AWARD,0.0
"Ministry of Defence, C&C, Other",2017-12-23T12:03:09Z,Military Operational Surgical Training,
Portsmouth City Council,2017-04-20T14:46:33Z,Transforming the D-Day Museum - Military Vehicle Conservation Specialist - AWARD,0.0
NHS Shared Business Services,2016-09-27T10:59:45Z,The Provision of Specialist Mental Health Services for Military Veterans on behalf of NHS Bury Clinical Commissioning Group & North West CCG Associates,0.0
MINISTRY OF DEFENCE,2018-08-03T14:15:48Z,Provision of Apprenticeship Training Soldiers of the British Army and the Provision of Associated Business Support Services to the Apprenticeship Team,38971433.0
"Ministry of Defence, C&C, C&C",2016-04-30T13:06:03Z,"Provision of Video and Audio Recording Capability ISO Counter Terrorism Ops at the NADOC, RAF High Wycombe and the CRCs at RAF Boulmer and RAF Scampton",
"Ministry of Defence, Agencies/Misc, Other",2016-05-30T12:06:08Z,Commercial Resourcing Partner,
Birmingham City Council,2018-08-31T15:42:39Z,QU157 - The Production and Installation of the World War 1 Beacons Of Light 2018 Event,
"Ministry of Defence, DIO, Defence Infrastructure Organisation (DIO)",2017-04-03T15:59:10Z,Defence Infrastructure within Central London,
"Ministry of Defence, C&C, Other",2017-11-10T15:15:08Z,"MOD Medals, Awards, Badges and other Miscellaneous Items",
"Ministry of Defence, C&C, C&C",2017-12-23T13:12:06Z,The Supply of Forage to Military Working Horses,
"Ministry of Defence, C&C, Other",2018-06-18T07:21:11Z,PROVISION OF BIOMEDICAL SCIENTIST TRAINING AND PLACEMENTS,
MINISTRY OF DEFENCE,2019-09-24T13:01:44Z,Cyber Vulnerability Investigations as a Service (CVIaaS) - Military Maritime Domain,0.0
Portsmouth City Council,2017-08-16T14:39:59Z,Transforming the D-Day Museum - Large Objects Conservation Specialist,
DEPARTMENT FOR INTERNATIONAL DEVELOPMENT,2016-11-29T18:32:22Z,DFID 7670 Hostile Environment Training,
"Ministry of Defence, Air Support, C&C",2017-06-15T09:30:07Z,Multi Engine Pilot Training,
"Ministry of Defence, C&C, Other",2019-03-04T06:06:03Z,Provision of Temporary Stabling for Military Working Horses,
"Ministry of Defence, C&C, Other",2018-11-04T08:03:12Z,Defence Academy of the United Kingdom - Academic Provider - Industry Day,
"Ministry of Defence, Helicopters, Apache Project Team",2017-11-13T09:51:06Z,HELSS/0090 - Procurement of Cockpit Situational Awareness Tool  (CSAT) for UK Military Helicopters.,
MINISTRY OF DEFENCE,2017-03-09T16:08:10Z,Provision of Childcare Voucher Scheme,138600.0
THE NATIONAL ARCHIVES,2019-07-23T09:51:40Z,Call for Expressions of Interest - Licensing - Public and Miltary Service (WO 164 and CSC 10),
MINISTRY OF DEFENCE,2018-05-17T11:48:25Z,For Transparency Purposes Only - Pan Platform Cockpit Situational Awareness Tool,0.0
MOD,2018-05-14T12:54:29Z,"The supply of a Military Oil Analysis Spectrometer Model SpectrOil M/N-W with Auto Sampler and additional service, calibration and support for 5 years",
"Ministry of Defence, C&C, HOCS",2017-05-05T11:30:33Z,HOCS3b/00052 - EA to conduct preferred choice Modelling & Analytics,
"Ministry of Defence, C&C, Other",2017-12-01T14:15:11Z,Military Operational Surgical Training,
Ministry Of Defence,2019-02-19T10:00:51Z,Provision of Alcohol Health Promotion and Expert Support Service,
University of Cumbria,2016-05-10T13:49:49Z,Provision of Emergency Driver Training,
"Ministry of Defence, Land Equipment, Operational Infrastructure Programme (OIP)",2016-10-10T19:48:06Z,Procurement of Hand Tools for Essential Military Needs,
Lifeboat Experiences,2018-01-26T13:23:10Z,7.0m Deep V Rigid Inflatable Boat (2.6m beam),
"Ministry of Defence, C&C, Defence Medical Services (DMS)",2017-09-10T15:54:06Z,JFC6C/00028 for the Provision of Pulmonary Function Testing for Military Divers,
"Ministry of Defence, C&C, C&C",2017-12-03T12:51:11Z,Technical Support to Project Waterguard,
Education and Training Foundation,2018-06-13T15:06:11Z,The Further Forces Programme - The Northern Recruitment and Delivery Hub,
N E L Commissioning Support Unit,2017-12-19T17:26:48Z,NHS England Veterans Mental Health Intensive Service - Market Engagement Event,
"LEIDOS SUPPLY, LIMITED",2019-07-05T09:43:09Z,Supply of Medical Devices Decontamination Capability - RFI,
"LEIDOS SUPPLY, LIMITED",2019-07-05T09:49:03Z,Packaging for the safe transportation and storage of Medical Equipment and Ancillaries - RFI,
"LEIDOS SUPPLY, LIMITED",2019-08-22T15:26:06Z,Supply and Support of Diagnostic Ultrasound Devices - RFI,
MINISTRY OF DEFENCE,2019-12-11T14:36:06Z,Provision of Light Arcraft for the Delivery of Military Parachute raining and RAF Falcons Activity,
"LEIDOS SUPPLY, LIMITED",2019-11-29T11:47:10Z,"Supply of Portable Lightweight Forward Operating Platforms (Surgical Tables), Including Additional Aids",
"LEIDOS SUPPLY, LIMITED",2019-06-28T13:58:07Z,The Supply of Medical Packaging,
"LEIDOS SUPPLY, LIMITED",2019-09-13T12:27:41Z,Supply and Support of Pre Hospital Emergency Care (PHEC) Ultrasound Devices - RFI,
