"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification"
"RM971 - Forrest Recruitment Ltd",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-09-17T12:56:27Z,"The Supply of Non Medical Non Clinical (NMNC) and Fixed Term Staff","This Framework Agreement is for the Supply of Non Medical Non Clinical temporary and fixed term staff. The Framework Agreement will bring together a comprehensive range of suppliers providing a mix of national and local coverage.

This Framework Agreement comprises of eight (8) lots, listed as followed:

Lot 1 — Neutral Vendor Supply,

Lot 2 — Master Vendor Supply,

Lot 3 — Admin and Clerical Supply,

Lot 4 — Corporate Functions Supply,

Lot 5 — IT Professionals Supply,

Lot 6 — Legal Supply,

Lot 7 — Clinical Coding Supply,

Lot 8 — Ancillary Staff Supply.",,,"Any region","79600000 85100000 ",,nmnc@crowncommercial.gov.uk,"The Capital, 9th Floor,","Old Hall Street,",Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Forrest Recruitment REDACTED.docx ",,,01/07/2015,30/06/2017,07/01/2015,YES,"RM971 - Access Computer Consulting plc",Yes,Yes,No,Services,600000000,2000000000,23/06/2015,0,"[Forrest Recruitment Ltd|296 Manchester Road, Warrington WA1 3RB|||No|No]",,01/07/2015,30/06/2017,"Open ",
"RM971 - Rullion Limited",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-09-17T13:02:06Z,"The Supply of Non Medical Non Clinical (NMNC) and Fixed Term Staff","This Framework Agreement is for the Supply of Non Medical Non Clinical temporary and fixed term staff. The Framework Agreement will bring together a comprehensive range of suppliers providing a mix of national and local coverage.

This Framework Agreement comprises of eight (8) lots, listed as followed:

Lot 1 — Neutral Vendor Supply,

Lot 2 — Master Vendor Supply,

Lot 3 — Admin and Clerical Supply,

Lot 4 — Corporate Functions Supply,

Lot 5 — IT Professionals Supply,

Lot 6 — Legal Supply,

Lot 7 — Clinical Coding Supply,

Lot 8 — Ancillary Staff Supply.",,,"Any region","79600000 85100000 ",,nmnc@crowncommercial.gov.uk,"The Capital, 9th Floor,","Old Hall Street,",Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Rullion Limited - REDACTED.docx ",,,01/07/2015,30/06/2017,07/01/2015,YES,"RM971 - Access Computer Consulting plc",Yes,Yes,No,Services,600000000,2000000000,23/06/2015,0,"[Rullion Limited|PO Box 47, Trafalgar House, 110 Manchester Road, Altrincham, Cheshire, WA14 1FG|||No|No]",,01/07/2015,30/06/2017,"Open ",
"RM971 - Investigo Limited",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-09-17T13:11:55Z,"The Supply of Non Medical Non Clinical (NMNC) and Fixed Term Staff","This Framework Agreement is for the Supply of Non Medical Non Clinical temporary and fixed term staff. The Framework Agreement will bring together a comprehensive range of suppliers providing a mix of national and local coverage.

This Framework Agreement comprises of eight (8) lots, listed as followed:

Lot 1 — Neutral Vendor Supply,

Lot 2 — Master Vendor Supply,

Lot 3 — Admin and Clerical Supply,

Lot 4 — Corporate Functions Supply,

Lot 5 — IT Professionals Supply,

Lot 6 — Legal Supply,

Lot 7 — Clinical Coding Supply,

Lot 8 — Ancillary Staff Supply.",,,"Any region","79600000 85100000 ",,nmnc@crowncommercial.gov.uk,"The Capital, 9th Floor,","Old Hall Street,",Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Investigo Limited - REDACTED.docx ",,,01/07/2015,30/06/2017,07/01/2015,YES,"RM971 - Access Computer Consulting plc",Yes,Yes,No,Services,600000000,2000000000,23/06/2015,0,"[Investigo Limited|35 NEW BROAD STREET HOUSE, NEW BROAD STREET, LONDON, EC2M 1NH|||No|No]",,01/07/2015,30/06/2017,"Open ",
"RM971 - Lifeline Personnel Limited",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-09-17T09:33:23Z,"The Supply of Non Medical Non Clinical (NMNC) and Fixed Term Staff","This Framework Agreement is for the Supply of Non Medical Non Clinical temporary and fixed term staff. The Framework Agreement will bring together a comprehensive range of suppliers providing a mix of national and local coverage.

This Framework Agreement comprises of eight (8) lots, listed as followed:

Lot 1 — Neutral Vendor Supply,

Lot 2 — Master Vendor Supply,

Lot 3 — Admin and Clerical Supply,

Lot 4 — Corporate Functions Supply,

Lot 5 — IT Professionals Supply,

Lot 6 — Legal Supply,

Lot 7 — Clinical Coding Supply,

Lot 8 — Ancillary Staff Supply.",,,"Any region","79600000 85100000 ",,nmnc@crowncommercial.gov.uk,"The Capital, 9th Floor,","Old Hall Street,",Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Lifeline Personnel Limited - REDACTED.pdf ",,,01/07/2015,30/06/2017,07/01/2015,YES,"RM971 - Access Computer Consulting plc",Yes,Yes,No,Services,600000000,2000000000,23/06/2015,0,"[Lifeline Personnel Limited|AMG House, 116 Lumley Road, Horley, Surrey, RH6 7JJ|||No|No]",,01/07/2015,30/06/2017,"Open ",
"RM971 - Talent Human Capital Management Limited",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-09-17T09:39:28Z,"The Supply of Non Medical Non Clinical (NMNC) and Fixed Term Staff","This Framework Agreement is for the Supply of Non Medical Non Clinical temporary and fixed term staff. The Framework Agreement will bring together a comprehensive range of suppliers providing a mix of national and local coverage.

This Framework Agreement comprises of eight (8) lots, listed as followed:

Lot 1 — Neutral Vendor Supply,

Lot 2 — Master Vendor Supply,

Lot 3 — Admin and Clerical Supply,

Lot 4 — Corporate Functions Supply,

Lot 5 — IT Professionals Supply,

Lot 6 — Legal Supply,

Lot 7 — Clinical Coding Supply,

Lot 8 — Ancillary Staff Supply.",,,"Any region","79600000 85100000 ",,nmnc@crowncommercial.gov.uk,"The Capital, 9th Floor,","Old Hall Street,",Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Talent Human Capital Management Limited REDACTED.pdf ",,,01/07/2015,30/06/2017,07/01/2015,YES,"RM971 - Access Computer Consulting plc",Yes,Yes,No,Services,600000000,2000000000,23/06/2015,0,"[Talent Human Capital Management Limited|24 De Montfort Street, Leicester, LE1 7GB|||No|No]",,01/07/2015,30/06/2017,"Open ",
"RM971 - The Best Connection Group Limited",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-09-17T09:46:09Z,"The Supply of Non Medical Non Clinical (NMNC) and Fixed Term Staff","This Framework Agreement is for the Supply of Non Medical Non Clinical temporary and fixed term staff. The Framework Agreement will bring together a comprehensive range of suppliers providing a mix of national and local coverage.

This Framework Agreement comprises of eight (8) lots, listed as followed:

Lot 1 — Neutral Vendor Supply,

Lot 2 — Master Vendor Supply,

Lot 3 — Admin and Clerical Supply,

Lot 4 — Corporate Functions Supply,

Lot 5 — IT Professionals Supply,

Lot 6 — Legal Supply,

Lot 7 — Clinical Coding Supply,

Lot 8 — Ancillary Staff Supply.",,,"Any region","79600000 85100000 ",,nmnc@crowncommercial.gov.uk,"The Capital, 9th Floor,","Old Hall Street,",Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"The Best Connection Group Limited REDACTED.pdf ",,,01/07/2015,30/06/2017,07/01/2015,YES,"RM971 - Access Computer Consulting plc",Yes,Yes,No,Services,600000000,2000000000,23/06/2015,0,"[The Best Connection Group Limited|Unit 1 Topaz, Topaz Way, Bromsgrove, Worcestershire, B61 0GD|||No|No]",,01/07/2015,30/06/2017,"Open ",
"RM971 - Ideal Health Consultants Limited",Contract,"CROWN COMMERCIAL SERVICE",Awarded,2015-09-17T09:54:42Z,"The Supply of Non Medical Non Clinical (NMNC) and Fixed Term Staff","This Framework Agreement is for the Supply of Non Medical Non Clinical temporary and fixed term staff. The Framework Agreement will bring together a comprehensive range of suppliers providing a mix of national and local coverage.

This Framework Agreement comprises of eight (8) lots, listed as followed:

Lot 1 — Neutral Vendor Supply,

Lot 2 — Master Vendor Supply,

Lot 3 — Admin and Clerical Supply,

Lot 4 — Corporate Functions Supply,

Lot 5 — IT Professionals Supply,

Lot 6 — Legal Supply,

Lot 7 — Clinical Coding Supply,

Lot 8 — Ancillary Staff Supply.",,,"Any region","79600000 85100000 ",,nmnc@crowncommercial.gov.uk,"The Capital, 9th Floor,","Old Hall Street,",Liverpool,"L3 9PP",England,"0345 010 3503",www.gov.uk/ccs,"Ideal Health Consultants Limited.docx ",,,01/07/2015,30/06/2017,07/01/2015,YES,"RM971 - Access Computer Consulting plc",Yes,Yes,No,Services,600000000,2000000000,23/06/2015,0,"[Ideal Health Consultants Limited|20 BEDFORD ROAD, GUILDFORD, SURREY GU1 4SJ|||No|No]",,01/07/2015,30/06/2017,"Open ",
BIP52838809,Contract,"Ministry of Defence, Combat Air, UK Military Flying Training System (UKMFTS) Project Team",Closed,2017-11-20T12:27:09Z,"Air Support to Defence Operational Training (ASDOT)","Live air support to operational training, operational assurance, trials and exercising across all defence environments that cannot be met organically by the Front Line Commands (FLCs).",,,"Any region","75220000 ",,DESUKMFTS-ASDOT-Cmrcl-Industry@mod.uk,"MOD Abbey Wood, #7001","Ground Floor Bld 1300",BRISTOL,"BS34 8JH",UK,+443067986977,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-BRISTOL: Defence services.'.",01/01/2020,31/12/2034,15/01/2018,NO,,No,No,No,Services,600000000,1250000000,,,,,,,"Negotiated ",
BIP58456575,Contract,"Ministry of Defence, Combat Air, UK Military Flying Training System (UKMFTS) Project Team",Closed,2017-11-23T08:39:07Z,"Air Support to Defence Operational Training (ASDOT)","Text to be corrected in the original notice:
        Place of text to be modified: Additional Information
        Instead of: Information to be added in addition as omitted from original email.
        Read: Suppliers must read through this set of instructions and follow the process to respond to this opportunity.
        
        The information and/or documents for this opportunity are available on https://www.contracts.mod.uk/delta. You must register on this site to respond, if you are already registered you will not need to register again, simply use your existing username and password. Please note there is a password reminder link on the homepage.
        
        Suppliers must log in, go to your Response Manager and add the following Access Code: EW42VARMD2. Please ensure you follow any instruction provided to you here.
        
        The deadline for submitting your response(s) is 15/01/2018 06:00. Please ensure that you allow yourself plenty of time when responding to this invite prior to the closing date and time, especially if you have been asked to upload documents.
        
        If you experience any difficulties please refer to the online Frequently Asked Questions (FAQ's) or the User Guides or contact the MOD DCO Helpdesk by emailing - support@contracts.mod.uk or call 0800 282 324.
        Other additional information: The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement. The Authority reserves the right to amend any condition related to security of information to reflect any changes in national law or government policy.  If any contract documents are accompanied by instructions on safeguarding classified information (e.g. a Security Aspects Letter), the Authority reserves the right to amend the terms of these instructions to reflect any changes in national law or government policy, whether in respect of the applicable protective marking scheme, specific protective markings given, the aspects to which any protective marking applies, or otherwise.  The link below to the Gov.uk website provides information on the Government Security Classification.
        
        https://www.gov.uk/government/publications/government-security-classifications
        
        Advertising Regime OJEU:- This contract opportunity is published in the Official Journal of the European Union (OJEU),the MoD Defence Contracts Bulletin and www.contracts.mod.uk
        
        For the Purposes of DEFCON 658, Cyber, the Cyber Risk Level for the ASDOT programme is Moderate.
        
        An Industry Day was held on 5th January 2017, to obtain the information that was shared on this day please contact DESUKMFTS-ASDOT-Cmrcl-Industry@mod.uk
        Live air support to operational training, operational assurance, trials and exercising across all defence environments that cannot be met organically by the Front Line Commands (FLCs).",,,"Any region","75220000 ",,DESUKMFTS-ASDOT-Cmrcl-Industry@mod.uk,"MOD Abbey Wood, #7001","Ground Floor Bld 1300",BRISTOL,"BS34 8JH",UK,+443067986977,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-BRISTOL: Defence services.'.",01/01/2020,31/12/2034,28/06/2018,NO,,No,No,No,Services,600000000,1250000000,,,,,,,"Negotiated ",
BIP72609667,Contract,"Ministry of Defence, Combat Air, UK Military Flying Training System (UKMFTS) Project Team",Closed,2019-03-24T07:12:03Z,"Air Support to Defence Operational Training (ASDOT)","Other additional information: The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement. The Authority reserves the right to amend any condition related to security of information to reflect any changes in national law or government policy.  If any contract documents are accompanied by instructions on safeguarding classified information (e.g. a Security Aspects Letter), the Authority reserves the right to amend the terms of these instructions to reflect any changes in national law or government policy, whether in respect of the applicable protective marking scheme, specific protective markings given, the aspects to which any protective marking applies, or otherwise.  The link below to the Gov.uk website provides information on the Government Security Classification.
      
      https://www.gov.uk/government/publications/government-security-classifications
      
      Advertising Regime OJEU:- This contract opportunity is published in the Official Journal of the European Union (OJEU),the MoD Defence Contracts Bulletin and www.contracts.mod.uk
      
      For the Purposes of DEFCON 658, Cyber, the Cyber Risk Level for the ASDOT programme is Moderate.
      
      An Industry Day was held on 5th January 2017, to obtain the information that was shared on this day please contact DESUKMFTS-ASDOT-Cmrcl-Industry@mod.uk
      Live air support to operational training, operational assurance, trials and exercising across all defence environments that cannot be met organically by the Front Line Commands (FLCs).",,,"Any region","75220000 ",,ricky.northcott589@mod.gov.uk,"MOD Abbey Wood, #7001","Ground Floor Bld 1300",BRISTOL,"BS34 8JH",UK,+443067986977,,,,"To view this notice, register as a supplier here:
        
        http://www.contracts.mod.uk/delta/signup.html?userType=supplier
        
        and search for the notice with reference 'UK-BRISTOL: Defence services.'.",01/06/2020,31/05/2035,15/01/2018,NO,,No,No,No,Services,600000000,1250000000,,,,,,,"Negotiated ",
"2015/S 24-39994",Contract,"Metropolitan Police Service",Closed,2015-02-10T23:43:54Z,"United Kingdom-London: Repair, maintenance and associated services of vehicles and related equipment","'The MPS has a fleet of approximately 5 300 assets controlled by the MPSs Fleet Services team. The fleet includes (but is not limited to) cars, vans, heavy goods vehicles, motorbikes, bicycles (approximately 2 000 assets in addition to the 5 300 assets mentioned above), plant (and equipment), and all in asset equipment' allocated to a vehicle/asset. The current Fleet Services team is made up of a combination of in house and outsourced capabilities providing a mix of services to MPS in order to keep the fleet in full operation at all times. Services are provided to and between a number of sites and locations within the Greater London Area and to a non-exhaustive list of locations outside the Greater London Area. The overall strategy for Fleet Services is to support MPS in achieving MOPAC's Police and Crime Plan and to provide a flexible and scalable solution that meets the future operational demands for fleet. The primary objective of Fleet Services is to provide MPS with the right fleet assets at the right time, in the right place, and in the most cost effective way. In order to achieve the above strategy, MOPAC, as the contracting authority, is tendering for the supply of a new Fleet Services solution to the MPS. Upon completion of the tendering process, MOPAC hopes to award a contract to a suitably capable contractor to provide Fleet Services for an initial term of 96 months. MOPAC will have a unilateral option to extend the contract for further periods up to a maximum of 48 months. To ensure that MPS receives the benefit of the contractors expertise, it is envisaged that the contract will give the successful contractor the freedom to provide the Services in the manner that it sees fit as long as the contractor complies with the service requirements and specifications outlined in the contract. The MPS will retain the right to source assets itself where it considers that the MPS will be able to obtain better value for money than the successful contractor. The exact requirements for numbers and specifications of vehicles will vary over time in accordance with operational demands. The contract will include flexible change mechanisms to enable the MPS to update specifications and volume requirements as needed in order to enable operational policing. Depending on the solution offered by the Contractor, the MPS may transfer ownership of existing MPS assets to the Contractor and/or the Contractor may take over management of existing MPS leased assets. The MPS is interested in exploring solutions under which the Contractor will own and/or provide finance for some or all of the assets provided under the contract. The scope of the contract awarded under this procurement process may also involve the provision of the supplies and/or services to the functional bodies of the Greater London Authority, including Transport for London (TfL), The Greater London Authority (GLA) and The London Fire and Emergency Planning Authority (LFEPA) (which runs the London Fir",,"SW6 1TR",London,"34300000 34200000 34100000 50100000 60180000 60170000 42415320 35200000 34400000 ","Mr Joe Stevens",,"Floor 8"," Empress State Building",,"SW6 1TR",,,,,,,13/11/2015,13/11/2027,13/03/2015,NO,,No,No,No,Works,600000000,700000000,,,,,,,"Open ",
BIP38335865,Contract,"Ministry of Defence, DIO, Defence Infrastructure Organisation (DIO)",Awarded,2016-02-04T10:06:02Z,"Framework for Capital Works Projects in South West England","The Ministry of Defence principally on its own behalf but also on behalf of the bodies referred to in section VI.3, is seeking expressions of interest from suppliers wishing to participate in a multiparty framework agreement for the provision of the aforesaid types of works and associated services at the locations mentioned above and as more particularly described in the PQQ. The Ministry intends to establish a multi-participant framework agreement. The agreement will operate on the basis that orders will be placed (following a mini-tender) and the successful supplier will act as Principal Contractor with single point of responsibility for the management and delivery of a specific project at 1 (or more) MOD establishment(s) located within South West England. The Framework Agreement will be for a period of 4 years, with options to extend for up to a further 3 years, taken at the discretion of the Ministry. Other UK Contracting Authorities (as referred to in VI.3) with requirements for the types of works & services referred to in this notice and which may be classified as sensitive works or sensitive services within the scope of Directive 2009/81/EC may subject to the exact nature of their requirement (and in particular subject to it falling within the scope of the said directive) and subject to the prior approval of the Ministry, call off the framework.
The successful supplier appointed under each call off from the Framework Agreement, will be responsible for co-ordinating and integrating the activities of their supply chain including consultants, subcontractors and suppliers and performing all tasks necessary to achieve the stated requirements and demonstrate fitness for purpose. The framework agreement will include delivery of such services related to the construction of new buildings and facilities, refurbishment of existing buildings and infrastructure work as the Ministry may require. It is envisaged that detailed design will normally be included for projects procured through the Framework Agreement. Some projects may require the successful supplier to undertake the entirety of the design process, including the development and completion of the full design and all work associated with planning applications. Maintenance of completed projects may be required during a ""compliance period"" to establish that performance in accordance with anticipated design parameters is being achieved. The specific projects that may be procured under the Framework Agreement cannot be clearly defined at this stage but the principal intention is that it shall be generally available for use for procuring projects up to the approximate value of GBP 12 000 000 at the discretion of the Ministry but there shall be no exclusivity nor any guaranteed volume of work.
Instructions to Potential Principal Contractors and Subcontractors.",,,"South West","45231000 45220000 45213340 45240000 45210000 45200000 45216200 45216000 45111310 45000000 ","Stephen Ashdown",DIONGEC-CDSWFWGroup@mod.uk,"NGEC Frameworks, Delancey Building, IDL 448","Marlborough Lines",Andover,"SP11 8HJ",UK,+441264383153,,,,"To view this notice, register as a supplier here:

http://www.contracts.mod.uk/delta/signup.html?userType=supplier

and search for the notice with reference 'UK-Andover: Construction work.'. ",08/01/2016,07/01/2020,08/01/2016,NO,,Yes,Yes,No,Works,600000000,700000000,08/01/2016,700000000,"[Kier Construction LTD|Tempsford Hall
Station Road
Sandy
SG19 2BD|||No|No][HBDW  Ltd|108-114 Moneymore Road
Magherafelt
BT45 6HJ|||No|No][Galliford Try Construction (UK) Ltd.|P.O. Box 17452
2 Lochside View
Edinburgh Park
Edinburgh
EH12 1LB|||No|No][VolkerFitzpatrick Ltd|Hertford Road
Hoddeson
EN11 9BX|||No|No][Morgan Sindall PLC.|Kent House
14-17 Market Place
London
W1W 8AJ|||No|No]",,08/01/2016,07/01/2020,"Restricted ",
LHC002-DN315055-04127181,PreProcurement,LHC,Closed,2018-01-04T11:05:58Z,"H1 Construction and consultancy services for Housing South West England","LHC is working with a number of social hosuing providers in the southwest and  proposes to procure a Construction and consultancy services Framework for  new build Housing, Apartments, sheltered accommodation, residential homes and care homes across the south west. , It is proposed to have two separate frameworks  one  for construction services(main contractor)  and groundwork  . the construction framework is proposed to be split into different  lots across the southwest. It is proposed the southwest will be split into at least 13 different areas  and  across several different project sizes to encourage Smaller organisations to tender . The second for Consultancy services , Including Architects, Quantity surveyors, project managers, clerk of works, Health and safety advisers,  We will be holding a series of supplier engagement Workshops across the south west in January 2018 : 22 January Bristol; 23 January Yeovil; 24th January Exeter: 25th January Truro. *Please find the event registration page via the following link http://www.surveygizmo.com/s3/4046503/LHC-Event-Registration",,,"South West","45000000 71000000 ","Tony Woods",tony.woods@lhc.gov.uk,"Royal House,","4th Floor 2-4 Vine Street,",Uxbridge,"UB8 1QE",England,"+44 1895274811",http://www.lhc.gov.uk,,,,01/05/2018,01/06/2022,04/04/2018,NO,,No,No,No,,600000000,600000000,,,,,,," ",
AASC,Pipeline,"HOME OFFICE",Closed,2017-07-27T16:18:05Z,"Asylum Accommodation and Support Services Contract","Under the Immigration and Asylum Act 1999, UKVI has an obligation to provide accommodation & support to asylum seekers who would otherwise be destitute.
The service user support services will include the provision of:

Accommodation
Accommodation is provided to support asylum applicants and their dependents who would otherwise be destitute. Accommodation is to be provided by the service provider(s) covering a number of regions in the UK. Accommodation provision is through local authorities, private and other accommodation providers e.g. housing associations. Accommodation is paid for on the basis of usage only, with the provider taking the void risk.
Three types of accommodation services required are:
1.	Initial accommodation where a destitute asylum applicant and their dependents will reside before a decision is made on their support claim. 
2.	Dispersal accommodation where an asylum applicant's claim for asylum support has been approved, they and their dependents are moved to dispersal accommodation whilst their asylum claim and any subsequent appeal are processed.
3.	Accommodation for failed asylum applicants and immigration detainees released on bail who may be eligible for support if there is a legitimate barrier to their removal.

Transport
Transport is provided for asylum applicants and their dependents during their asylum application process to ensure they arrive at required destinations for interview appointments. 
Service users needing accommodation are transported from the point of claim to the allocated site on the initial accommodation estate.
Once a claim for support has been agreed the service users are transported from initial accommodation to the assigned dispersal address.
Project Vision
Asylum Accommodation and Support Contract aims to deliver a VfM and affordable accommodation and support system which effectively delivers the UK's statutory and international obligations to asylum seekers, supporting the operation of effective immigration controls. 

The system will ensure the safety and security of service users and their host communities. Services will be delivered as consistently & efficiently as possible at a level which is proportionate in comparison with the services offered to UK nationals:  
•	Service users will experience an accessible and easy to navigate system, which delivers consistent and compassionate support. The system will protect the vulnerable, keep service users safe, orientate them to live in their communities and prepare them to act on the outcome of their asylum claim.
•	Providers will supply a service of which they are proud, securing a broad supply of accommodation and appropriate support services. The department will take practical steps to give them greater certainty on demand, with a sustainable balance of risk, an appropriate rate of return and scope for innovation in delivery.
•	Communities will feel involved in the support of destitute asylum seekers, working in partnership with UKVI.",,,"Any region","55250000 60112000 60120000 60130000 60140000 70330000 79900000 85144000 85300000 98334000 98341000 ","AASC Procurement Team",aascprocurement@homeoffice.gsi.gov.uk,"The Secretary of State for the Home Office Department (UKVI)","2 Marsham Street",London,"SW1P 4DF",England,,http://www.gov.uk/government/organisations/home-office,,"http://ted.europa.eu/udl?uri=TED:NOTICE:289909-2017:TEXT:EN:HTML&src=0 ","The contract end date is to be confirmed in due course.",01/09/2019,30/08/2024,07/11/2017,NO,,No,No,No,,600000000,0,,,,,,," ",
"
            MT179670",Contract,"Family Mosaic",Awarded,2016-08-22T16:45:08Z,"Contractors Framework","Family Mosaic has an ongoing programme of new housing developments throughout London and Essex, and has grant funded programmes with both the GLA and HCA to develop Affordable Housing as part of their 2015/18 Affordable Housing Programmes, the scope of this framework will cover geographically the areas of Greater London and Essex.
Family Mosaic as a group is looking to develop approximately 1,000 new homes per year, across all tenures to reflect Government changing priorities, whilst maintaining a programme of affordable rent by generating cross subsidy through developing shared ownership, private sale and market rent new homes. The proportion of each tenure will dependent on each site and location.
In addition to the above Family Mosaic as Lead Registered Provider will on occasions provide development services to other RPs as part of its funding agreements with the GLA and HCA, together with other separate legal entities formed for specific projects or programmes (these companies are either whole owned or partially owned by a member of the Family Mosaic Group).
Family Mosaic's new works construction programme over the four years duration of this framework is estimated to be in the region of 740 million GBP, with 30% of this delivered by S106s, leaving a balance of 518 million GBP pounds of directly instructed construction works. In addition to the Family Mosaic's programme this framework is being procured on behalf of other Registered Providers and Local Authorities who may wish to develop within London (the GLA area) and Essex, and who wish to sign up to Family Mosaic Framework. This will enable framework suppliers to access an additional volume of work and reduce their pre-qualification costs. At present there is no other RPs or LAs signed up, but to allow scope for this possibility the value of this framework construction costs are estimated not to exceed 600 million GBP.
Family Mosaic Housing wishes to establish a Framework Agreement for Contractor Services with contractors who can deliver on this varied programme together with supplying these services to other Registered Providers and Local Authorities who register to use this Framework for the purposes detailed above in the geographical area of Greater London and Essex.
The scope of this framework is principally to cover new mixed tenure residential developments above the EU procurement threshold, with a majority of the contracts in the range of 5 million GBP to 15 million GBP. For contracts below threshold Family Mosaic may opt to procure from SMEs and for exceptionally large contracts, regeneration projects choose to separately advertise these opportunities as part of an OJEU process. To ensure that Contractors who are appointed to the framework have sufficient financial capacity to carry out contracts on this framework a minimum annual turnover requirement has been set of 18 million GBP (see PQQ).",,,"East of England,London","45210000 45111000 45000000 45211200 45211000 45211100 45211300 45211341 45211340 45200000 ","Cora Marler",cora.marler@sweettgroup.com,"Albion House","20 Queen Elizabeth Street",London,"SE1 2RJ","
              England
            ","+44 2070619000",www.familymosaic.co.uk,,"http://www.mytenders.org/search/show/search_view.aspx?ID=AUG130072 ",,01/08/2016,31/07/2019,18/02/2016,NO,,Yes,No,No,Works,600000000,0,20/07/2016,35294117,"[United Living (South) Ltd|Media House, Azalea Drive,Swanley, Kent|||No|No][Bouygues UK|Elizabeth House,39 York Road, London|||No|No][Wates Construction Limited|Station Approach,, Leatherhead|||No|No][Rydon Construction Limited|Rydon House,Station Road, Forest Row|||No|No][Ardmore Construction Limited|Byrne House, Jeffreys Road, Brimsdown, ,Middlesex , Enfield|||No|No][Mulalley And Company Limited|Teresa Gavin House,, Woodford|||No|No][Higgins Construction PLC|One Langston Road,Loughton, Essex|||No|No][Durkan Limited|4 Elstree Gate,Elstree Way, Borehamwood|||No|No][Hill Partnerships Ltd|The Power House, Gunpowder Mill,Powdermill Lane, Waltham Abbey , Essex|||No|No][Bugler Developments Limited|Bugler House,1 Norfolk Road, Rickmansworth|||No|No][Willmott Dixon Housing Limited|44A Pentonville Road,, London|||No|No][Galliford Try Partnerships Limited|Hodgson House, 50 Rainsford Road,Chelmsford, Essex|||No|No][Keepmoat Regeneration Ltd|950 Capability Green,, Luton|||No|No][Allenbuild Limited|Allenbuild House,142 Oyster Lane, Surrey|||No|No][Faithdean PLC|The Oaks,Revenge Road, Lordswood, Chatham|||No|No][Purelake New Homes Ltd|Purelake House,7 Plaistow Lane, Bromley|||No|No][Kind & Company (Builders) Ltd|Bridge House, 530 High Road ,Leytonstone, London|||No|No]",,01/08/2016,31/07/2019,"Restricted ",
